datetime,time span [s],prs input [kPa],prs feed_1 [kPa],prs feed_2 [kPa],prs permeate [kPa],prs retentate [kPa],TMP [kPa],temperature [°C],viscosity permeate [Pa s],tank liters [%],flow feed [L/h],flow permeate [L/h],flow retentate [L/h],area tot [m^2],flux [L/m^2h],res tot [1/m],viscosity permeate at 20°C [Pa s],flux at 20° [L/m^2h],is_ON,time [m]
2024-07-16 14:21:30,60.0,10.0,27.398,638.2017000000001,28.1214,385.2901,483.6245,46.74117,0.0005778238618331859,14.84237,94.618,50.022,44.596,0.99,50.527272727272724,59633385353371.414,0.0010015874819120393,29.149589409240793,True,110.15
2024-07-16 14:22:30,60.0,10.0,27.1267,637.207,27.8501,384.29540000000003,482.90110000000004,47.7322,0.0005679992458347277,14.85498,82.682,47.96,34.722,0.99,48.44444444444444,63178448499840.24,0.0010015875654528347,27.472793052184283,True,111.15
2024-07-16 14:23:30,60.0,10.0,27.1267,645.6163,28.9352,392.8856,490.3157,48.37601,0.0005617630348015409,14.85498,89.41,50.998000000000005,38.411,0.99,51.51313131313132,60996819713035.81,0.0010015872313224128,28.892314192531558,True,112.15
2024-07-16 14:24:30,60.0,10.0,27.307599999999997,644.0791,28.1214,387.4602,487.64830000000006,49.12833,0.0005546166836471335,14.85498,88.108,52.083,36.024,0.99,52.60909090909091,60166602518651.84,0.0010015874819120393,29.13163358830098,True,113.15
2024-07-16 14:25:30,60.0,10.0,27.217200000000002,637.207,28.031,384.0241,482.5846,49.64916,0.0005497564615805677,14.84237,87.023,50.022,37.001,0.99,50.527272727272724,62543151286417.805,0.001001587509748649,27.733667200814693,True,114.15
2024-07-16 14:26:30,60.0,10.0,26.9459,641.0952,28.4831,389.08779999999996,486.6085,50.08319,0.0005457596193605014,14.82976,97.656,55.664,41.992000000000004,0.99,56.22626262626263,57087572432185.89,0.0010015873705350395,30.63739079755016,True,115.15
2024-07-16 14:27:30,60.0,10.0,27.307599999999997,648.7810999999999,28.4831,393.4281,492.6216,50.57508,0.000541287372455234,14.85498,80.295,55.881,24.414,0.99,56.445454545454545,58044233545353.49,0.0010015873705350395,30.50478937412037,True,116.15
2024-07-16 14:28:30,60.0,10.0,27.398,635.6699,28.031,388.5453,484.07660000000004,50.92954,0.0005381018267718691,14.8802,86.806,56.966,29.839000000000002,0.99,57.541414141414144,56282268412312.66,0.001001587509748649,30.91406368705805,True,117.15
2024-07-16 14:29:30,60.0,10.0,27.669300000000003,641.276,29.115999999999996,391.5292,487.2866,51.15017,0.0005361348620230802,14.84237,75.955,51.866,24.089,0.99,52.38989898989899,62454733629080.19,0.0010015871756499357,28.043541240557616,True,118.15
2024-07-16 14:30:30,60.0,10.0,27.669300000000003,633.5901,28.1214,382.9391,480.14320000000004,51.39974,0.0005339236791329044,14.84237,80.295,54.796,25.499000000000002,0.99,55.34949494949495,58489840762110.52,0.0010015874819120393,29.505566428572617,True,119.15
2024-07-16 14:31:30,60.0,10.0,27.398,633.9518,28.663899999999998,386.37510000000003,481.4996,51.68909,0.000531379157855,14.85498,82.899,55.881,27.018,0.99,56.445454545454545,57791629567177.91,0.0010015873148622265,29.946403729396412,True,120.15
2024-07-16 14:32:30,60.0,10.0,27.1267,642.9036,27.7597,392.976,490.1801,51.96036,0.0005290114478935091,14.84237,93.75,55.556000000000004,38.193999999999996,0.99,56.11717171717172,59442536327252.445,0.0010015875932895782,29.639570678274882,True,121.15
2024-07-16 14:33:30,60.0,10.0,27.7597,640.7334999999999,28.9352,387.2794,485.0712,52.19546,0.0005269738950225551,14.84237,87.457,55.881,31.576,0.99,56.445454545454545,58707003566754.15,0.0010015872313224128,29.698143215008407,True,122.15
2024-07-16 14:34:30,60.0,10.0,27.8501,631.6913,29.3873,379.5934,476.2551,52.39077,0.0005252909139836752,14.8802,78.342,55.122,23.220000000000002,0.99,55.67878787878788,58620899638611.54,0.0010015870921107448,29.201216354251674,True,123.15
2024-07-16 14:35:30,60.0,10.0,27.578799999999998,642.0898,29.5681,393.4281,488.68809999999996,52.60055,0.0005234930428804903,14.85498,85.286,55.664,29.622,0.99,56.22626262626263,59770120760129.61,0.0010015870364386429,29.387418408168404,True,124.15
2024-07-16 14:36:30,60.0,10.0,27.7597,637.7496,29.115999999999996,387.7315,483.6245,52.74161,0.0005222897030546551,14.89281,94.401,56.641,37.760000000000005,0.99,57.21313131313131,58264444882896.23,0.0010015871756499357,29.83447680924214,True,125.15
2024-07-16 14:37:30,60.0,10.0,27.578799999999998,566.135,28.573500000000003,386.556,447.772,52.77416,0.0005220125831585804,14.84237,90.061,44.162,45.898,0.99,44.60808080808081,69225312189593.93,0.001001587342698617,23.249075242537117,True,126.15
2024-07-16 14:38:30,60.0,10.0,27.7597,535.0296000000001,28.3022,385.8326,432.12890000000004,52.82479,0.0005215821409292787,14.90542,88.976,48.503,40.473,0.99,48.9929292929293,60877904284309.44,0.0010015874262388322,25.513336411343317,True,127.15
2024-07-16 14:39:30,60.0,10.0,27.578799999999998,550.944,29.5681,387.55060000000003,439.6792,52.85012,0.0005213673137838692,14.8802,90.712,50.673,40.039,0.99,51.18484848484849,59313451838982.086,0.0010015870364386429,26.643822244213514,True,128.15
2024-07-16 14:40:30,60.0,10.0,27.669300000000003,16.728199999999998,27.578799999999998,-13.744200000000001,-26.0869,52.52459,0.0005241424543616703,14.84237,0.0,0.0,0.0,0.99,0.0,0.0,0.001001587648993982,0.0,False,129.15
2024-07-16 14:41:30,60.0,10.0,27.7597,15.643099999999999,28.211799999999997,-3.5265,-22.1535,51.50825,0.0005329670766612871,14.8802,0.0,0.0,0.0,0.99,0.0,0.0,0.0010015874540753977,0.0,False,130.15
2024-07-16 14:42:30,60.0,10.0,27.7597,15.823899999999998,28.031,-3.3456,-21.7918,50.39424,0.0005429244341035439,14.89281,0.0,0.0,0.0,0.99,0.0,0.0,0.001001587509748649,0.0,False,131.15
2024-07-16 14:43:30,60.0,10.0,27.578799999999998,16.0048,27.8501,-3.5265,-21.611,49.20066,0.00055393745499784,14.84237,0.0,0.0,0.0,0.99,0.0,0.0,0.0010015875654528347,0.0,False,132.15
2024-07-16 14:44:30,60.0,10.0,27.578799999999998,15.462200000000001,28.031,-3.7977,-22.1987,48.03964,0.0005650070817991328,14.85498,0.0,0.0,0.0,0.99,0.0,0.0,0.001001587509748649,0.0,False,133.15
2024-07-16 14:45:30,60.0,10.0,27.398,15.823899999999998,27.8501,-3.6169,-21.7466,46.88585,0.0005763722196239725,14.84237,0.0,0.0,0.0,0.99,0.0,0.0,0.0010015875654528347,0.0,False,134.15
2024-07-16 14:46:30,60.0,10.0,27.669300000000003,15.5527,27.398,-3.7977,-21.520500000000002,45.8261,0.0005871452272821721,14.85498,0.0,0.0,0.0,0.99,0.0,0.0,0.0010015877046677514,0.0,False,135.15
2024-07-16 14:47:30,60.0,10.0,27.307599999999997,15.823899999999998,27.8501,-3.5265,-21.7014,44.8206,0.0005976753339572083,14.81715,0.0,0.0,0.0,0.99,0.0,0.0,0.0010015875654528347,0.0,False,136.15
2024-07-16 14:48:30,60.0,10.0,27.578799999999998,15.643099999999999,27.398,-3.4361,-21.2945,43.88382,0.0006077666595436124,14.84237,0.0,0.0,0.0,0.99,0.0,0.0,0.0010015877046677514,0.0,False,137.15
2024-07-16 14:49:30,60.0,10.0,27.7597,15.823899999999998,27.217200000000002,-3.5265,-21.0684,43.04832,0.0006170042461560027,14.84237,0.0,0.0,0.0,0.99,0.0,0.0,0.001001587760341675,0.0,False,138.15
2024-07-16 14:50:30,60.0,10.0,27.578799999999998,15.643099999999999,27.1267,-3.6169,-21.113599999999998,42.17303,0.0006269303167518095,14.82976,0.0,0.0,0.0,0.99,0.0,0.0,0.001001587788209492,0.0,False,139.15
2024-07-16 14:51:30,60.0,10.0,27.669300000000003,15.643099999999999,27.217200000000002,-3.9786,-21.384900000000002,41.32668,0.0006367785325731444,14.82976,0.0,0.0,0.0,0.99,0.0,0.0,0.001001587760341675,0.0,False,140.15
2024-07-16 14:52:30,60.0,10.0,27.398,15.371799999999999,27.398,-3.6169,-21.520500000000002,40.70095,0.0006442229601772099,14.84237,0.0,0.0,0.0,0.99,0.0,0.0,0.0010015877046677514,0.0,False,141.15
2024-07-16 14:53:30,60.0,10.0,27.669300000000003,15.5527,27.307599999999997,-3.6169,-21.3397,39.8763,0.0006542528245081961,14.81715,0.0,0.0,0.0,0.99,0.0,0.0,0.0010015877325047036,0.0,False,142.15
2024-07-16 14:54:30,60.0,10.0,27.669300000000003,15.5527,26.9459,-3.7977,-21.0684,39.33738,0.0006609456753497083,14.81715,0.0,0.0,0.0,0.99,0.0,0.0,0.001001587843883681,0.0,False,143.15
2024-07-16 14:55:30,60.0,10.0,27.669300000000003,15.462200000000001,27.1267,-3.7977,-21.2945,38.71166,0.0006688574969012183,14.82976,0.0,0.0,0.0,0.99,0.0,0.0,0.001001587788209492,0.0,False,144.15
